Job,Skills
Data Scientist,"Pandas, Machine Learning, Data Visualization"
Technical Writer,"Technical Documentation, Markdown, API Documentation, Git"
Technical Writer,"Markdown, Technical Documentation, Git, API Documentation, Content Management Systems"
Data Engineer,"ETL, Data Warehousing, Python, Hadoop"
Full Stack Developer,"CSS, React, HTML, JavaScript"
Mobile App Developer,"Xcode, Swift, React Native"
Cybersecurity Analyst,"Incident Response, Encryption, Threat Hunting, Penetration Testing, SIEM, Firewalls"
Blockchain Developer,"Smart Contracts, Solidity, Ethereum, Cryptography, Blockchain Protocols"
Mobile App Developer,"React Native, Android Studio, Kotlin, Flutter"
QA Engineer,"Selenium, Bug Tracking, JIRA, Test Cases"
ERP Consultant,"Data Migration, Oracle ERP, Customization, Business Process Modeling, SAP, ERP Implementation"
Data Scientist,"R, Machine Learning, Pandas"
IT Support Specialist,"Software, Ticketing Systems, Networking, Troubleshooting, Customer Service, Hardware"
Salesforce Developer,"Apex, Lightning Components, SOQL, Integration"
Business Analyst,"UML, Stakeholder Management, Data Analysis, Process Modeling"
IT Support Specialist,"Networking, Troubleshooting, Ticketing Systems, Hardware, Software"
AI Research Scientist,"Natural Language Processing, Python, Machine Learning, Deep Learning, Reinforcement Learning"
Security Engineer,"Network Security, Penetration Testing, Cybersecurity, SIEM, Firewalls"
Game Developer,"Unreal Engine, C++, Game Physics, 3D Modeling"
Blockchain Developer,"Smart Contracts, Ethereum, Blockchain Protocols, Solidity, Cryptography"
UI/UX Designer,"Wireframing, Sketch, Adobe XD, Figma, User Research, Prototyping"
Data Engineer,"Data Warehousing, Apache Spark, SQL, Python"
DevOps Engineer,"Linux, Jenkins, CI/CD, AWS"
Data Scientist,"Machine Learning, SQL, Pandas"
DevOps Engineer,"CI/CD, AWS, Jenkins"
Full Stack Developer,"React, Node.js, Python, JavaScript, HTML, CSS"
Database Administrator,"MongoDB, SQL, PostgreSQL, Database Optimization"
Full Stack Developer,"JavaScript, Node.js, Python, CSS, HTML"
ML Engineer,"Python, NumPy, PyTorch"
Salesforce Developer,"Visualforce, SOQL, Apex, Integration, Salesforce CRM, Lightning Components"
Systems Analyst,"Data Flow Diagrams, System Design, Requirements Gathering, UML"
Product Manager,"Roadmapping, Scrum, Product Lifecycle, Agile, Market Research, JIRA"
Game Developer,"C#, 3D Modeling, Unreal Engine"
UI/UX Designer,"Sketch, Wireframing, Adobe XD, Prototyping, User Research, Figma"
Data Scientist,"SQL, Machine Learning, R"
Solution Architect,"Security, Microservices, System Design, Cloud Architecture"
Product Manager,"Roadmapping, Market Research, Product Lifecycle, Agile"
Technical Writer,"Technical Documentation, Git, Markdown, API Documentation, Content Management Systems"
Security Engineer,"Penetration Testing, Network Security, Encryption, Cybersecurity, SIEM, Firewalls"
Data Engineer,"ETL, Apache Spark, Hadoop"
UI/UX Designer,"Wireframing, Prototyping, Figma, Adobe XD, User Research"
Cybersecurity Analyst,"Penetration Testing, SIEM, Encryption, Incident Response"
Database Administrator,"Database Optimization, SQL, MongoDB, PostgreSQL, MySQL, NoSQL"
Mobile App Developer,"Android Studio, Kotlin, React Native, Flutter"
IT Support Specialist,"Troubleshooting, Customer Service, Software, Hardware, Networking"
ML Engineer,"Python, TensorFlow, Pandas, Scikit-learn"
Blockchain Developer,"Solidity, Cryptography, Ethereum"
Security Engineer,"SIEM, Cybersecurity, Network Security, Firewalls"
Cloud Architect,"Kubernetes, Google Cloud, Docker, AWS, Terraform, Azure"
QA Engineer,"Selenium, JIRA, Test Cases, Manual Testing"
Security Engineer,"Cybersecurity, Network Security, Penetration Testing, Encryption"
Systems Analyst,"Data Flow Diagrams, System Design, Process Modeling, UML, Requirements Gathering"
Blockchain Developer,"Ethereum, Cryptography, Smart Contracts"
Data Engineer,"ETL, Hadoop, Python"
IT Support Specialist,"Hardware, Troubleshooting, Ticketing Systems"
AI Research Scientist,"Machine Learning, Deep Learning, Reinforcement Learning, Natural Language Processing, Python"
Solution Architect,"System Design, Microservices, Security, Cloud Architecture"
IT Support Specialist,"Ticketing Systems, Customer Service, Troubleshooting"
Solution Architect,"Security, Scalability, Cloud Architecture"
Frontend Developer,"JavaScript, Angular, CSS, React"
Solution Architect,"Scalability, Microservices, Security, System Design"
IT Support Specialist,"Customer Service, Ticketing Systems, Hardware, Networking, Software"
Frontend Developer,"Vue.js, HTML, React, Angular, CSS, JavaScript"
Data Scientist,"Python, SQL, Data Visualization, Pandas"
Mobile App Developer,"Kotlin, React Native, Flutter, Swift, Xcode, Android Studio"
Game Developer,"Game Physics, 3D Modeling, Unity"
QA Engineer,"Automated Testing, Manual Testing, JIRA, Selenium, Test Cases"
Systems Analyst,"Requirements Gathering, System Design, Process Modeling, UML, Data Flow Diagrams"
QA Engineer,"Selenium, Test Cases, Automated Testing"
Database Administrator,"PostgreSQL, Database Optimization, SQL, MySQL, MongoDB, NoSQL"
Data Engineer,"Data Warehousing, ETL, Apache Spark"
ERP Consultant,"ERP Implementation, SAP, Business Process Modeling, Oracle ERP"
ML Engineer,"PyTorch, Pandas, Python"
ERP Consultant,"Oracle ERP, Business Process Modeling, SAP"
Network Engineer,"Switching, Routing, Firewalls, Cisco, Network Protocols, VPN"
Embedded Systems Engineer,"C, C++, Hardware Debugging"
Systems Analyst,"Requirements Gathering, Process Modeling, System Design, Data Flow Diagrams"
QA Engineer,"JIRA, Test Cases, Manual Testing, Bug Tracking, Selenium, Automated Testing"
Full Stack Developer,"JavaScript, HTML, Python, React"
DevOps Engineer,"Jenkins, AWS, CI/CD, Linux, Kubernetes, Docker"
Network Engineer,"VPN, Switching, Routing, Cisco, Firewalls"
Blockchain Developer,"Blockchain Protocols, Ethereum, Cryptography, Solidity, Smart Contracts"
Solution Architect,"Scalability, APIs, Cloud Architecture, System Design, Microservices, Security"
Product Manager,"Product Lifecycle, Scrum, Agile, JIRA"
Solution Architect,"APIs, Security, System Design, Scalability, Microservices"
Business Analyst,"Process Modeling, Data Analysis, Requirements Gathering, Stakeholder Management, UML"
AI Research Scientist,"Machine Learning, Python, Deep Learning, Reinforcement Learning, Natural Language Processing"
UI/UX Designer,"Figma, Prototyping, Sketch"
DevOps Engineer,"Linux, Kubernetes, Docker, Jenkins, AWS, CI/CD"
Data Scientist,"Python, Machine Learning, SQL, R"
Systems Analyst,"Data Flow Diagrams, System Design, UML, Process Modeling, Requirements Gathering"
AI Research Scientist,"Deep Learning, Python, Natural Language Processing"
AI Research Scientist,"Python, Deep Learning, Natural Language Processing, Machine Learning, Reinforcement Learning"
Data Engineer,"Hadoop, ETL, Data Warehousing, Python, SQL"
DevOps Engineer,"Docker, Kubernetes, Jenkins, Linux, AWS, CI/CD"
Business Analyst,"Process Modeling, UML, Data Analysis, Stakeholder Management, Requirements Gathering"
Business Analyst,"Data Analysis, Requirements Gathering, Stakeholder Management, Process Modeling, UML"
Data Engineer,"ETL, Hadoop, SQL, Apache Spark"
Database Administrator,"Database Optimization, SQL, PostgreSQL, MongoDB, NoSQL, MySQL"
Business Analyst,"Stakeholder Management, Process Modeling, Data Analysis"
DevOps Engineer,"Kubernetes, Jenkins, CI/CD"
Scrum Master,"Sprint Planning, JIRA, Agile, Scrum, Retrospectives"
Data Scientist,"SQL, Data Visualization, Machine Learning, R, Python"
AI Research Scientist,"Natural Language Processing, Machine Learning, Python, Deep Learning"
Network Engineer,"Routing, Cisco, Switching, VPN"
Systems Analyst,"Data Flow Diagrams, Requirements Gathering, System Design, UML"
Game Developer,"C++, C#, Game Physics"
Full Stack Developer,"Node.js, HTML, React, CSS"
ML Engineer,"Scikit-learn, Pandas, TensorFlow"
QA Engineer,"Manual Testing, JIRA, Test Cases"
Cloud Architect,"Azure, Kubernetes, Google Cloud, AWS"
Blockchain Developer,"Ethereum, Smart Contracts, Blockchain Protocols, Solidity, Cryptography"
Data Engineer,"ETL, Hadoop, Apache Spark, SQL"
Digital Marketing Specialist,"SEM, Google Analytics, Social Media Marketing, Content Marketing, SEO"
UI/UX Designer,"User Research, Prototyping, Sketch, Figma"
Scrum Master,"Team Facilitation, Agile, JIRA"
Data Scientist,"R, SQL, Pandas"
ML Engineer,"TensorFlow, Scikit-learn, Pandas, Python, NumPy, PyTorch"
Frontend Developer,"HTML, JavaScript, React"
Database Administrator,"Database Optimization, MongoDB, SQL, PostgreSQL, NoSQL, MySQL"
Technical Writer,"Content Management Systems, Git, API Documentation, Markdown, Technical Documentation"
Data Scientist,"Data Visualization, R, Pandas, Machine Learning, Python"
AI Research Scientist,"Reinforcement Learning, Natural Language Processing, Deep Learning, Machine Learning, Python"
Scrum Master,"Agile, JIRA, Retrospectives"
Backend Developer,"Java, Python, Node.js, SQL, Spring Boot, Django"
Systems Analyst,"Requirements Gathering, System Design, Process Modeling, Data Flow Diagrams, UML"
Data Engineer,"Data Warehousing, Hadoop, ETL, Python, SQL, Apache Spark"
UI/UX Designer,"Figma, Wireframing, Prototyping, User Research, Adobe XD, Sketch"
Product Manager,"JIRA, Market Research, Agile, Product Lifecycle, Scrum, Roadmapping"
Cybersecurity Analyst,"Encryption, Penetration Testing, Incident Response, SIEM, Threat Hunting"
Network Engineer,"VPN, Routing, Cisco, Firewalls, Network Protocols"
Scrum Master,"Team Facilitation, Agile, Retrospectives, JIRA, Sprint Planning, Scrum"
Full Stack Developer,"Node.js, HTML, Python, React"
Network Engineer,"Routing, Cisco, VPN, Firewalls, Switching"
Digital Marketing Specialist,"Email Marketing, Google Analytics, Social Media Marketing, SEM, SEO, Content Marketing"
Cloud Architect,"AWS, Azure, Docker, Google Cloud"
QA Engineer,"Automated Testing, JIRA, Bug Tracking"
Cybersecurity Analyst,"SIEM, Incident Response, Penetration Testing, Encryption, Firewalls"
ERP Consultant,"Customization, Data Migration, Oracle ERP, Business Process Modeling, SAP, ERP Implementation"
Frontend Developer,"Angular, JavaScript, CSS, Vue.js"
Business Analyst,"Data Analysis, Requirements Gathering, Process Modeling, UML, Stakeholder Management"
Data Scientist,"Python, SQL, Data Visualization, Pandas"
Cloud Architect,"Kubernetes, Docker, AWS, Terraform, Google Cloud"
Systems Analyst,"Data Flow Diagrams, Requirements Gathering, Process Modeling, UML, System Design"
IT Support Specialist,"Networking, Software, Ticketing Systems, Troubleshooting, Customer Service, Hardware"
Security Engineer,"Network Security, Cybersecurity, SIEM"
Game Developer,"3D Modeling, Unreal Engine, Unity"
Systems Analyst,"Requirements Gathering, Data Flow Diagrams, Process Modeling, System Design, UML"
Embedded Systems Engineer,"RTOS, C++, Embedded Linux, Hardware Debugging"
QA Engineer,"Manual Testing, Selenium, Bug Tracking"
Game Developer,"Unreal Engine, 3D Modeling, Game Physics, C#"
Salesforce Developer,"Lightning Components, Integration, Salesforce CRM"
UI/UX Designer,"Wireframing, Figma, User Research, Adobe XD, Sketch, Prototyping"
Mobile App Developer,"Swift, Xcode, Kotlin"
Solution Architect,"Microservices, Cloud Architecture, System Design"
Big Data Analyst,"Hive, SQL, Hadoop, Data Visualization, Python, Spark"
Mobile App Developer,"Xcode, Android Studio, Swift, React Native, Kotlin, Flutter"
ML Engineer,"Pandas, NumPy, Scikit-learn"
AI Research Scientist,"Reinforcement Learning, Machine Learning, Natural Language Processing, Python"
QA Engineer,"Manual Testing, Test Cases, Selenium"
Backend Developer,"Django, Java, Python"
Systems Analyst,"UML, Process Modeling, Requirements Gathering, Data Flow Diagrams"
Salesforce Developer,"SOQL, Lightning Components, Integration, Visualforce"
Mobile App Developer,"Android Studio, Flutter, Xcode, Swift, Kotlin, React Native"
Scrum Master,"Agile, JIRA, Retrospectives, Sprint Planning, Team Facilitation, Scrum"
UI/UX Designer,"Wireframing, User Research, Figma, Adobe XD"
Full Stack Developer,"JavaScript, Python, React, Node.js, CSS, HTML"
QA Engineer,"Test Cases, Bug Tracking, Selenium"
Full Stack Developer,"HTML, CSS, React"
Systems Analyst,"Process Modeling, System Design, Data Flow Diagrams, UML"
Product Manager,"Agile, Roadmapping, Market Research"
Big Data Analyst,"Python, Hadoop, Data Visualization"
Blockchain Developer,"Cryptography, Ethereum, Solidity, Smart Contracts, Blockchain Protocols"
Systems Analyst,"UML, System Design, Process Modeling"
Systems Analyst,"Process Modeling, Requirements Gathering, Data Flow Diagrams, System Design, UML"
QA Engineer,"JIRA, Manual Testing, Selenium, Automated Testing, Test Cases"
Network Engineer,"Firewalls, Cisco, Switching, Network Protocols, Routing, VPN"
Game Developer,"3D Modeling, C++, Unity"
ERP Consultant,"ERP Implementation, Data Migration, SAP"
Scrum Master,"JIRA, Sprint Planning, Scrum"
Big Data Analyst,"Data Visualization, Hive, Spark, SQL, Python, Hadoop"
DevOps Engineer,"AWS, CI/CD, Linux, Jenkins"
Database Administrator,"SQL, MongoDB, NoSQL, Database Optimization, PostgreSQL, MySQL"
Product Manager,"Product Lifecycle, Market Research, Agile, Roadmapping, Scrum"
UI/UX Designer,"User Research, Wireframing, Adobe XD, Prototyping"
IT Support Specialist,"Software, Networking, Ticketing Systems, Customer Service, Troubleshooting"
IT Support Specialist,"Software, Troubleshooting, Ticketing Systems, Networking"
Systems Analyst,"Requirements Gathering, System Design, Data Flow Diagrams, UML, Process Modeling"
Solution Architect,"Cloud Architecture, System Design, Security, Microservices, APIs"
AI Research Scientist,"Deep Learning, Python, Reinforcement Learning, Machine Learning, Natural Language Processing"
Network Engineer,"Firewalls, Cisco, Network Protocols"
Backend Developer,"Spring Boot, Python, SQL"
Full Stack Developer,"React, Python, CSS"
UI/UX Designer,"Prototyping, Sketch, Figma, User Research, Wireframing, Adobe XD"
QA Engineer,"Manual Testing, Bug Tracking, Test Cases, JIRA, Automated Testing, Selenium"
Business Analyst,"Stakeholder Management, Requirements Gathering, Process Modeling, Data Analysis, UML"
ML Engineer,"NumPy, TensorFlow, Pandas, Python, PyTorch, Scikit-learn"
Data Scientist,"Machine Learning, SQL, R"
Digital Marketing Specialist,"Social Media Marketing, SEM, SEO"
Digital Marketing Specialist,"Content Marketing, Email Marketing, SEM"
Game Developer,"Unity, Game Physics, C++"
ERP Consultant,"Customization, Business Process Modeling, SAP, Oracle ERP"
Frontend Developer,"CSS, Vue.js, Angular"
Backend Developer,"Java, SQL, Node.js"
Frontend Developer,"JavaScript, Vue.js, HTML, React"
Mobile App Developer,"Xcode, Swift, Flutter, React Native"
Business Analyst,"Stakeholder Management, Data Analysis, Requirements Gathering"
Business Analyst,"Stakeholder Management, Data Analysis, UML"
Big Data Analyst,"Python, SQL, Data Visualization"
Scrum Master,"Sprint Planning, Team Facilitation, Scrum, JIRA, Retrospectives"
Frontend Developer,"HTML, CSS, Vue.js, JavaScript"
Data Scientist,"Data Visualization, Pandas, R, SQL, Machine Learning, Python"
Network Engineer,"Firewalls, Network Protocols, Switching"
Network Engineer,"VPN, Switching, Firewalls"
Systems Analyst,"UML, Data Flow Diagrams, Process Modeling, Requirements Gathering"
Backend Developer,"Spring Boot, Django, Java, Node.js, SQL"
Frontend Developer,"CSS, Vue.js, Angular, React, JavaScript, HTML"
ML Engineer,"Scikit-learn, Pandas, NumPy"
Security Engineer,"Cybersecurity, Penetration Testing, Network Security, Encryption"
Big Data Analyst,"Hadoop, Hive, SQL, Spark"
Solution Architect,"Scalability, Microservices, Security, System Design, Cloud Architecture, APIs"
UI/UX Designer,"Adobe XD, Sketch, User Research"
Cloud Architect,"Terraform, Google Cloud, Azure, Docker, AWS"
Technical Writer,"Technical Documentation, Git, Content Management Systems, Markdown, API Documentation"
Mobile App Developer,"Kotlin, Swift, Flutter"
UI/UX Designer,"Figma, Adobe XD, User Research"
DevOps Engineer,"Jenkins, Kubernetes, AWS, Docker"
Backend Developer,"Java, SQL, Node.js, Django"
